review_text,rating,date,customer_type
The room was okay. Nothing special but met basic needs.,3,2026-01-05,Family
The room was dirty. Very disappointed with the service.,1,2025-02-14,Family
The staff was okay. Nothing special but met basic needs.,3,2025-04-29,Couple
The food was cold. Very disappointed with the service. I would consider coming back if things improve.,1,2025-04-09,Business
The room was comfortable. Really enjoyed my stay!,4,2025-08-28,Couple
The cleanliness was okay. Nothing special but met basic needs. I would consider coming back if things improve.,3,2025-10-15,Group
The cleanliness was fresh. Really enjoyed my stay! I would consider coming back if things improve.,5,2025-09-04,Business
The food was okay. Nothing special but met basic needs.,3,2026-01-05,Couple
The room was comfortable. Really enjoyed my stay!,4,2025-04-24,Family
The food was delicious. Really enjoyed my stay!,4,2026-01-25,Solo
The staff was helpful. Really enjoyed my stay! I would consider coming back if things improve.,5,2025-02-28,Family
The staff was professional. Really enjoyed my stay! I would consider coming back if things improve.,4,2025-12-14,Family
The food was breakfast. Really enjoyed my stay!,4,2025-03-07,Solo
The room was clean. Really enjoyed my stay! I would consider coming back if things improve.,5,2025-11-01,Business
The room was quiet. Really enjoyed my stay!,5,2025-07-30,Group
The cleanliness was okay. Nothing special but met basic needs.,3,2025-10-19,Business
The room was comfortable. Really enjoyed my stay!,5,2025-06-26,Solo
The cleanliness was hygienic. Really enjoyed my stay!,5,2025-06-20,Couple
The staff was helpful. Really enjoyed my stay! I would consider coming back if things improve.,4,2025-01-08,Group
The food was buffet. Really enjoyed my stay!,4,2025-05-26,Group
The food was cold. Very disappointed with the service.,2,2025-07-23,Business
The staff was okay. Nothing special but met basic needs.,3,2025-10-01,Group
The food was buffet. Really enjoyed my stay!,5,2025-05-10,Group
The cleanliness was spotless. Really enjoyed my stay! I would consider coming back if things improve.,4,2025-06-30,Business
The cleanliness was hygienic. Really enjoyed my stay!,5,2025-01-15,Solo
The cleanliness was dusty. Very disappointed with the service.,2,2025-09-07,Family
The food was breakfast. Really enjoyed my stay!,5,2025-03-09,Family
The cleanliness was moldy. Very disappointed with the service.,2,2025-07-25,Family
The food was limited. Very disappointed with the service.,2,2025-08-27,Family
The cleanliness was okay. Nothing special but met basic needs. I would consider coming back if things improve.,3,2025-04-27,Couple
The staff was okay. Nothing special but met basic needs.,3,2025-05-30,Solo
The food was delicious. Really enjoyed my stay! I would consider coming back if things improve.,4,2025-11-04,Solo
The room was okay. Nothing special but met basic needs.,3,2025-07-12,Family
The staff was professional. Really enjoyed my stay! I would consider coming back if things improve.,4,2025-03-25,Couple
The room was bed. Really enjoyed my stay! I would consider coming back if things improve.,4,2025-06-10,Solo
The room was spacious. Really enjoyed my stay! I would consider coming back if things improve.,5,2025-08-18,Family
The room was spacious. Really enjoyed my stay!,5,2025-09-13,Solo
The staff was professional. Really enjoyed my stay!,5,2025-03-28,Solo
The food was buffet. Really enjoyed my stay!,5,2026-01-11,Family
The room was dirty. Very disappointed with the service.,2,2025-07-06,Business
The cleanliness was fresh. Really enjoyed my stay!,5,2025-04-11,Family
The room was spacious. Really enjoyed my stay!,5,2025-11-06,Business
The cleanliness was fresh. Really enjoyed my stay!,4,2025-05-16,Family
The staff was friendly. Really enjoyed my stay! I would consider coming back if things improve.,5,2025-02-14,Couple
The food was okay. Nothing special but met basic needs.,3,2025-03-28,Couple
The cleanliness was fresh. Really enjoyed my stay!,4,2025-10-21,Business
The cleanliness was hygienic. Really enjoyed my stay! I would consider coming back if things improve.,5,2026-02-01,Solo
The room was dirty. Very disappointed with the service.,2,2025-06-20,Solo
The cleanliness was dirty. Very disappointed with the service. I would consider coming back if things improve.,1,2026-01-26,Solo
The food was limited. Very disappointed with the service.,1,2025-10-07,Solo
The food was okay. Nothing special but met basic needs.,3,2025-12-19,Solo
The room was okay. Nothing special but met basic needs.,3,2026-01-11,Family
The food was expensive. Very disappointed with the service. I would consider coming back if things improve.,1,2025-04-04,Family
The room was noisy. Very disappointed with the service.,1,2025-08-27,Group
The room was dirty. Very disappointed with the service.,2,2025-03-12,Couple
The cleanliness was hygienic. Really enjoyed my stay!,5,2025-12-18,Family
The staff was professional. Really enjoyed my stay! I would consider coming back if things improve.,4,2025-10-05,Solo
The room was dirty. Very disappointed with the service.,2,2025-08-29,Couple
The staff was okay. Nothing special but met basic needs.,3,2025-02-06,Group
The staff was professional. Really enjoyed my stay!,4,2025-03-14,Couple
The staff was okay. Nothing special but met basic needs.,3,2025-03-04,Solo
The cleanliness was hygienic. Really enjoyed my stay!,5,2025-03-04,Group
The staff was rude. Very disappointed with the service. I would consider coming back if things improve.,2,2025-10-12,Solo
The food was tasty. Really enjoyed my stay! I would consider coming back if things improve.,5,2025-03-31,Business
The room was comfortable. Really enjoyed my stay!,4,2025-01-13,Family
The staff was kind. Really enjoyed my stay!,5,2025-02-25,Business
The room was dirty. Very disappointed with the service.,1,2025-03-16,Solo
The staff was rude. Very disappointed with the service. I would consider coming back if things improve.,1,2025-08-04,Business
The cleanliness was dirty. Very disappointed with the service.,1,2025-03-12,Business
The food was delicious. Really enjoyed my stay! I would consider coming back if things improve.,5,2025-05-16,Couple
The room was okay. Nothing special but met basic needs. I would consider coming back if things improve.,3,2025-11-09,Business
The staff was helpful. Really enjoyed my stay! I would consider coming back if things improve.,4,2025-08-04,Solo
The cleanliness was spotless. Really enjoyed my stay!,4,2025-09-25,Solo
The food was cold. Very disappointed with the service.,1,2025-08-31,Solo
The food was delicious. Really enjoyed my stay!,4,2025-12-20,Group
The food was okay. Nothing special but met basic needs.,3,2025-10-06,Business
The cleanliness was fresh. Really enjoyed my stay!,5,2025-12-05,Family
The staff was rude. Very disappointed with the service.,2,2026-01-28,Business
The room was okay. Nothing special but met basic needs.,3,2025-02-08,Business
The staff was helpful. Really enjoyed my stay! I would consider coming back if things improve.,4,2025-03-27,Business
The cleanliness was hygienic. Really enjoyed my stay!,4,2025-05-29,Solo
The cleanliness was spotless. Really enjoyed my stay!,5,2025-12-13,Family
The staff was rude. Very disappointed with the service. I would consider coming back if things improve.,2,2025-09-15,Couple
The cleanliness was spotless. Really enjoyed my stay!,4,2025-09-30,Couple
The food was cold. Very disappointed with the service.,1,2025-01-06,Group
The room was comfortable. Really enjoyed my stay!,5,2025-07-08,Solo
The cleanliness was hygienic. Really enjoyed my stay! I would consider coming back if things improve.,5,2025-11-01,Business
The room was dirty. Very disappointed with the service.,1,2025-04-21,Couple
The staff was friendly. Really enjoyed my stay!,4,2025-09-03,Business
The cleanliness was fresh. Really enjoyed my stay!,4,2025-05-18,Solo
The cleanliness was fresh. Really enjoyed my stay!,4,2025-03-19,Business
The room was noisy. Very disappointed with the service.,2,2025-04-08,Solo
The food was cold. Very disappointed with the service.,2,2025-11-15,Business
The room was quiet. Really enjoyed my stay!,4,2025-06-21,Solo
The staff was rude. Very disappointed with the service. I would consider coming back if things improve.,2,2025-07-27,Solo
The room was noisy. Very disappointed with the service.,1,2025-07-31,Couple
The cleanliness was dirty. Very disappointed with the service. I would consider coming back if things improve.,2,2025-11-21,Business
The room was small. Very disappointed with the service. I would consider coming back if things improve.,1,2025-12-18,Couple
The cleanliness was okay. Nothing special but met basic needs.,3,2025-09-12,Couple
The room was spacious. Really enjoyed my stay! I would consider coming back if things improve.,4,2025-04-20,Solo
The cleanliness was spotless. Really enjoyed my stay!,5,2026-01-22,Family
The cleanliness was fresh. Really enjoyed my stay!,4,2025-07-31,Solo
The staff was unwelcoming. Very disappointed with the service.,1,2025-02-25,Couple
The cleanliness was okay. Nothing special but met basic needs. I would consider coming back if things improve.,3,2025-08-28,Couple
The food was delicious. Really enjoyed my stay!,4,2025-09-23,Business
The cleanliness was moldy. Very disappointed with the service.,1,2025-04-21,Couple
The room was okay. Nothing special but met basic needs. I would consider coming back if things improve.,3,2025-01-17,Couple
The staff was slow. Very disappointed with the service. I would consider coming back if things improve.,2,2025-01-10,Business
The food was cold. Very disappointed with the service. I would consider coming back if things improve.,2,2025-05-03,Group
The staff was friendly. Really enjoyed my stay!,5,2025-08-08,Solo
The cleanliness was fresh. Really enjoyed my stay!,4,2025-12-15,Solo
The room was noisy. Very disappointed with the service.,2,2025-04-28,Solo
The room was dirty. Very disappointed with the service.,1,2026-01-25,Solo
The staff was rude. Very disappointed with the service.,2,2025-05-29,Business
The room was spacious. Really enjoyed my stay!,5,2025-12-19,Business
The staff was professional. Really enjoyed my stay!,4,2025-10-06,Solo
The staff was unwelcoming. Very disappointed with the service. I would consider coming back if things improve.,2,2026-02-01,Couple
The cleanliness was hygienic. Really enjoyed my stay!,5,2025-12-04,Group
The cleanliness was spotless. Really enjoyed my stay!,5,2025-11-26,Business
The cleanliness was dirty. Very disappointed with the service.,2,2025-01-19,Family
The food was limited. Very disappointed with the service.,1,2025-01-17,Solo
The staff was friendly. Really enjoyed my stay!,5,2025-08-02,Business
The food was expensive. Very disappointed with the service.,1,2025-01-29,Business
The food was limited. Very disappointed with the service.,2,2025-03-31,Family
The food was tasty. Really enjoyed my stay!,5,2025-12-19,Couple
The staff was professional. Really enjoyed my stay!,4,2025-12-11,Group
The room was okay. Nothing special but met basic needs.,3,2025-02-24,Family
The cleanliness was dusty. Very disappointed with the service.,1,2025-06-10,Group
The cleanliness was hygienic. Really enjoyed my stay!,5,2026-02-05,Business
The cleanliness was okay. Nothing special but met basic needs. I would consider coming back if things improve.,3,2025-10-21,Group
The room was small. Very disappointed with the service.,1,2025-04-13,Group
The cleanliness was dusty. Very disappointed with the service.,1,2025-08-22,Group
The staff was rude. Very disappointed with the service.,1,2025-12-02,Couple
The staff was slow. Very disappointed with the service.,1,2025-11-25,Business
The staff was rude. Very disappointed with the service.,1,2025-08-05,Solo
The food was buffet. Really enjoyed my stay! I would consider coming back if things improve.,5,2025-03-31,Business
The food was okay. Nothing special but met basic needs. I would consider coming back if things improve.,3,2025-03-20,Family
The cleanliness was hygienic. Really enjoyed my stay! I would consider coming back if things improve.,5,2026-01-05,Couple
The staff was kind. Really enjoyed my stay!,4,2026-01-25,Group
The food was tasty. Really enjoyed my stay! I would consider coming back if things improve.,4,2025-07-02,Family
The cleanliness was dusty. Very disappointed with the service. I would consider coming back if things improve.,2,2025-08-03,Business
The staff was okay. Nothing special but met basic needs.,3,2025-02-25,Group
The room was comfortable. Really enjoyed my stay!,4,2025-05-04,Couple
The room was clean. Really enjoyed my stay! I would consider coming back if things improve.,4,2025-07-01,Business
The cleanliness was dirty. Very disappointed with the service.,1,2025-12-06,Solo
The room was quiet. Really enjoyed my stay!,4,2025-04-27,Group
The food was cold. Very disappointed with the service. I would consider coming back if things improve.,1,2025-01-22,Business
The staff was friendly. Really enjoyed my stay!,5,2026-01-06,Group
The staff was slow. Very disappointed with the service.,2,2025-01-12,Group
The room was dirty. Very disappointed with the service.,1,2025-01-09,Family
The staff was slow. Very disappointed with the service.,2,2025-09-21,Group
The staff was friendly. Really enjoyed my stay!,4,2025-09-19,Family
The food was buffet. Really enjoyed my stay!,5,2025-04-30,Couple
The food was delicious. Really enjoyed my stay! I would consider coming back if things improve.,5,2025-11-23,Group
The cleanliness was spotless. Really enjoyed my stay!,4,2025-08-17,Couple
The cleanliness was dusty. Very disappointed with the service.,2,2025-04-07,Family
The food was cold. Very disappointed with the service.,1,2025-02-09,Business
The cleanliness was okay. Nothing special but met basic needs.,3,2025-03-17,Group
The room was comfortable. Really enjoyed my stay!,4,2026-01-14,Solo
The room was spacious. Really enjoyed my stay!,4,2025-08-06,Solo
The staff was friendly. Really enjoyed my stay! I would consider coming back if things improve.,5,2025-02-15,Family
The room was okay. Nothing special but met basic needs.,3,2025-11-30,Business
The cleanliness was okay. Nothing special but met basic needs.,3,2026-01-13,Family
The food was expensive. Very disappointed with the service.,1,2025-07-20,Business
The staff was kind. Really enjoyed my stay!,5,2025-10-22,Couple
The cleanliness was spotless. Really enjoyed my stay!,5,2025-07-08,Solo
The room was comfortable. Really enjoyed my stay!,4,2026-01-26,Group
The food was expensive. Very disappointed with the service. I would consider coming back if things improve.,2,2025-08-01,Business
The food was okay. Nothing special but met basic needs.,3,2025-12-27,Business
The food was buffet. Really enjoyed my stay!,4,2025-10-28,Solo
The room was okay. Nothing special but met basic needs.,3,2025-02-14,Family
The cleanliness was fresh. Really enjoyed my stay!,5,2026-01-22,Family
The room was quiet. Really enjoyed my stay! I would consider coming back if things improve.,4,2025-02-23,Group
The room was quiet. Really enjoyed my stay! I would consider coming back if things improve.,5,2025-01-21,Family
The staff was kind. Really enjoyed my stay!,5,2025-04-06,Couple
The cleanliness was okay. Nothing special but met basic needs.,3,2025-11-01,Family
The cleanliness was hygienic. Really enjoyed my stay!,5,2025-08-10,Business
The room was quiet. Really enjoyed my stay!,4,2025-01-27,Family
The staff was professional. Really enjoyed my stay!,4,2025-07-17,Solo
The cleanliness was okay. Nothing special but met basic needs. I would consider coming back if things improve.,3,2025-01-18,Group
The cleanliness was okay. Nothing special but met basic needs. I would consider coming back if things improve.,3,2025-10-10,Group
The food was breakfast. Really enjoyed my stay! I would consider coming back if things improve.,4,2025-10-27,Family
The room was bed. Really enjoyed my stay!,5,2025-08-27,Couple
The food was tasty. Really enjoyed my stay! I would consider coming back if things improve.,4,2025-11-09,Group
The staff was professional. Really enjoyed my stay!,4,2025-11-28,Group
The food was delicious. Really enjoyed my stay! I would consider coming back if things improve.,5,2025-05-11,Family
The staff was unwelcoming. Very disappointed with the service.,2,2025-07-09,Couple
The food was limited. Very disappointed with the service. I would consider coming back if things improve.,1,2025-02-18,Group
The cleanliness was moldy. Very disappointed with the service.,1,2025-03-28,Group
The room was dirty. Very disappointed with the service.,2,2026-01-07,Business
The staff was okay. Nothing special but met basic needs.,3,2025-05-29,Business
The room was quiet. Really enjoyed my stay! I would consider coming back if things improve.,4,2025-06-30,Family
The food was delicious. Really enjoyed my stay! I would consider coming back if things improve.,5,2025-01-22,Group
The food was delicious. Really enjoyed my stay! I would consider coming back if things improve.,4,2025-01-18,Couple
The room was clean. Really enjoyed my stay! I would consider coming back if things improve.,5,2025-09-21,Family
The room was okay. Nothing special but met basic needs.,3,2025-04-03,Solo
The cleanliness was fresh. Really enjoyed my stay!,5,2025-03-03,Business
The cleanliness was fresh. Really enjoyed my stay!,4,2025-04-14,Solo
The cleanliness was dusty. Very disappointed with the service.,1,2025-06-14,Business
The food was limited. Very disappointed with the service. I would consider coming back if things improve.,2,2025-08-24,Family
The room was clean. Really enjoyed my stay!,4,2025-04-03,Couple
The staff was helpful. Really enjoyed my stay!,4,2025-02-03,Business
The cleanliness was okay. Nothing special but met basic needs.,3,2025-10-17,Solo
The cleanliness was spotless. Really enjoyed my stay!,4,2026-01-30,Couple
The cleanliness was dirty. Very disappointed with the service.,1,2025-06-20,Solo
The cleanliness was fresh. Really enjoyed my stay!,4,2025-03-15,Solo
The food was okay. Nothing special but met basic needs.,3,2025-01-02,Couple
The room was spacious. Really enjoyed my stay!,5,2025-12-01,Group
The food was expensive. Very disappointed with the service.,1,2026-01-26,Couple
The cleanliness was okay. Nothing special but met basic needs. I would consider coming back if things improve.,3,2025-12-23,Business
The room was bed. Really enjoyed my stay!,5,2025-01-21,Solo
The cleanliness was moldy. Very disappointed with the service.,2,2025-02-06,Couple
The room was spacious. Really enjoyed my stay!,4,2025-10-28,Group
The cleanliness was moldy. Very disappointed with the service.,2,2025-12-16,Solo
The food was okay. Nothing special but met basic needs. I would consider coming back if things improve.,3,2025-08-03,Solo
The food was cold. Very disappointed with the service.,2,2025-10-04,Family
The room was comfortable. Really enjoyed my stay! I would consider coming back if things improve.,5,2026-01-22,Family
The food was limited. Very disappointed with the service.,2,2025-02-26,Group
The room was spacious. Really enjoyed my stay!,4,2026-01-16,Family
The food was limited. Very disappointed with the service. I would consider coming back if things improve.,1,2025-02-14,Business
The room was okay. Nothing special but met basic needs.,3,2025-12-24,Family
The food was limited. Very disappointed with the service.,2,2025-04-22,Group
The cleanliness was dusty. Very disappointed with the service.,2,2025-06-08,Solo
The staff was slow. Very disappointed with the service.,2,2025-12-30,Group
The food was okay. Nothing special but met basic needs.,3,2025-08-09,Business
The cleanliness was dirty. Very disappointed with the service.,2,2025-04-21,Solo
The food was breakfast. Really enjoyed my stay! I would consider coming back if things improve.,5,2025-04-24,Solo
The cleanliness was fresh. Really enjoyed my stay!,5,2025-06-03,Business
The cleanliness was okay. Nothing special but met basic needs.,3,2025-01-04,Couple
The staff was friendly. Really enjoyed my stay! I would consider coming back if things improve.,5,2025-11-12,Family
The food was breakfast. Really enjoyed my stay!,5,2025-04-16,Solo
The cleanliness was dirty. Very disappointed with the service. I would consider coming back if things improve.,2,2025-06-25,Couple
The food was delicious. Really enjoyed my stay! I would consider coming back if things improve.,5,2025-12-12,Solo
The food was expensive. Very disappointed with the service.,2,2026-01-10,Family
The food was limited. Very disappointed with the service.,2,2025-08-15,Business
The staff was friendly. Really enjoyed my stay! I would consider coming back if things improve.,4,2026-01-31,Solo
The staff was friendly. Really enjoyed my stay!,5,2025-03-30,Business
The cleanliness was dusty. Very disappointed with the service. I would consider coming back if things improve.,1,2025-05-18,Solo
The cleanliness was okay. Nothing special but met basic needs.,3,2025-12-11,Group
The cleanliness was moldy. Very disappointed with the service.,2,2025-10-12,Family
The staff was friendly. Really enjoyed my stay!,5,2026-01-24,Group
The cleanliness was dusty. Very disappointed with the service.,2,2025-12-23,Solo
The room was quiet. Really enjoyed my stay!,4,2025-08-21,Couple
The room was okay. Nothing special but met basic needs. I would consider coming back if things improve.,3,2026-01-02,Business
The room was small. Very disappointed with the service. I would consider coming back if things improve.,2,2025-06-05,Couple
The cleanliness was hygienic. Really enjoyed my stay!,4,2025-05-08,Group
The cleanliness was moldy. Very disappointed with the service.,2,2025-10-09,Business
The food was expensive. Very disappointed with the service.,2,2025-12-05,Group
The room was bed. Really enjoyed my stay!,5,2025-10-10,Group
The food was breakfast. Really enjoyed my stay!,4,2025-09-13,Business
The food was okay. Nothing special but met basic needs. I would consider coming back if things improve.,3,2025-03-22,Business
The cleanliness was spotless. Really enjoyed my stay!,4,2025-09-16,Group
The food was limited. Very disappointed with the service.,1,2025-09-09,Group
The cleanliness was hygienic. Really enjoyed my stay!,4,2025-02-05,Family
The cleanliness was dusty. Very disappointed with the service.,1,2025-05-04,Group
The room was okay. Nothing special but met basic needs. I would consider coming back if things improve.,3,2025-11-30,Business
The staff was slow. Very disappointed with the service.,2,2025-03-25,Solo
The food was okay. Nothing special but met basic needs.,3,2025-01-06,Couple
The cleanliness was hygienic. Really enjoyed my stay! I would consider coming back if things improve.,5,2025-04-03,Solo
The staff was rude. Very disappointed with the service.,2,2025-10-15,Family
The staff was slow. Very disappointed with the service. I would consider coming back if things improve.,1,2025-07-29,Group
The room was okay. Nothing special but met basic needs.,3,2025-10-31,Group
The cleanliness was dirty. Very disappointed with the service.,2,2025-04-20,Couple
The room was comfortable. Really enjoyed my stay!,5,2025-06-11,Family
The cleanliness was dirty. Very disappointed with the service.,1,2025-03-14,Business
The staff was okay. Nothing special but met basic needs. I would consider coming back if things improve.,3,2025-11-25,Solo
The staff was friendly. Really enjoyed my stay!,4,2025-10-07,Group
The food was buffet. Really enjoyed my stay!,4,2025-09-22,Couple
The cleanliness was dusty. Very disappointed with the service.,2,2025-06-27,Business
The staff was okay. Nothing special but met basic needs.,3,2026-01-21,Group
The staff was helpful. Really enjoyed my stay!,5,2025-10-09,Group
The staff was slow. Very disappointed with the service. I would consider coming back if things improve.,2,2025-08-24,Business
The cleanliness was hygienic. Really enjoyed my stay!,4,2026-01-14,Group
The room was spacious. Really enjoyed my stay! I would consider coming back if things improve.,5,2025-11-27,Couple
The cleanliness was dusty. Very disappointed with the service. I would consider coming back if things improve.,1,2025-11-23,Couple
The staff was okay. Nothing special but met basic needs. I would consider coming back if things improve.,3,2025-07-16,Business
The food was delicious. Really enjoyed my stay!,4,2025-10-09,Group
The cleanliness was okay. Nothing special but met basic needs.,3,2025-07-29,Couple
The food was limited. Very disappointed with the service. I would consider coming back if things improve.,1,2025-07-30,Couple
The food was tasty. Really enjoyed my stay!,5,2025-03-27,Group
The staff was rude. Very disappointed with the service.,2,2025-02-25,Business
The room was okay. Nothing special but met basic needs.,3,2025-09-16,Couple
The food was tasty. Really enjoyed my stay!,5,2025-05-05,Family
The room was okay. Nothing special but met basic needs.,3,2025-04-10,Solo
The staff was slow. Very disappointed with the service.,2,2025-10-09,Solo
The room was noisy. Very disappointed with the service.,1,2025-01-16,Family
The staff was kind. Really enjoyed my stay!,4,2025-02-08,Family
The room was comfortable. Really enjoyed my stay!,4,2025-03-11,Group
The room was small. Very disappointed with the service.,2,2025-09-02,Business
The staff was rude. Very disappointed with the service. I would consider coming back if things improve.,2,2026-01-22,Group
The staff was unwelcoming. Very disappointed with the service.,1,2025-05-03,Solo
The food was delicious. Really enjoyed my stay!,4,2025-07-26,Couple
The room was dirty. Very disappointed with the service.,1,2026-01-17,Business
The food was breakfast. Really enjoyed my stay! I would consider coming back if things improve.,4,2025-07-11,Solo
The cleanliness was fresh. Really enjoyed my stay!,5,2025-09-27,Family
The room was small. Very disappointed with the service.,1,2025-01-17,Group
The room was quiet. Really enjoyed my stay!,5,2025-04-17,Couple
The cleanliness was spotless. Really enjoyed my stay!,4,2025-10-20,Couple
The food was limited. Very disappointed with the service.,2,2025-10-14,Business
The staff was okay. Nothing special but met basic needs. I would consider coming back if things improve.,3,2025-07-13,Family
The cleanliness was dusty. Very disappointed with the service. I would consider coming back if things improve.,2,2025-12-12,Family
The room was quiet. Really enjoyed my stay! I would consider coming back if things improve.,5,2025-06-15,Group
The staff was professional. Really enjoyed my stay!,5,2025-05-22,Family
The room was clean. Really enjoyed my stay!,4,2025-05-30,Business
The staff was okay. Nothing special but met basic needs.,3,2025-07-19,Group
The room was quiet. Really enjoyed my stay!,5,2025-10-19,Group
The staff was friendly. Really enjoyed my stay!,4,2025-01-02,Couple
The staff was slow. Very disappointed with the service.,1,2025-05-04,Family
The cleanliness was hygienic. Really enjoyed my stay!,5,2025-06-18,Couple
The room was clean. Really enjoyed my stay!,5,2025-08-08,Solo
The room was spacious. Really enjoyed my stay!,4,2025-08-26,Business
The room was dirty. Very disappointed with the service.,2,2025-03-10,Family
The room was spacious. Really enjoyed my stay!,4,2025-01-24,Family
The room was noisy. Very disappointed with the service.,1,2025-10-14,Business
The room was noisy. Very disappointed with the service.,2,2025-08-13,Business
The food was delicious. Really enjoyed my stay!,4,2025-04-06,Business
The cleanliness was spotless. Really enjoyed my stay!,5,2025-05-28,Business
The staff was unwelcoming. Very disappointed with the service. I would consider coming back if things improve.,1,2026-01-23,Business
The room was small. Very disappointed with the service.,1,2025-09-16,Business
The staff was okay. Nothing special but met basic needs.,3,2025-04-05,Business
The room was okay. Nothing special but met basic needs.,3,2025-06-13,Couple
The staff was helpful. Really enjoyed my stay!,4,2025-09-11,Business
The cleanliness was hygienic. Really enjoyed my stay! I would consider coming back if things improve.,5,2025-07-22,Couple
The room was noisy. Very disappointed with the service. I would consider coming back if things improve.,2,2025-04-12,Group
The room was bed. Really enjoyed my stay!,5,2025-04-09,Solo
The room was dirty. Very disappointed with the service.,1,2025-12-04,Family
The food was buffet. Really enjoyed my stay! I would consider coming back if things improve.,5,2025-01-28,Group
The food was okay. Nothing special but met basic needs.,3,2025-02-26,Couple
The room was quiet. Really enjoyed my stay! I would consider coming back if things improve.,5,2025-10-07,Group
The staff was helpful. Really enjoyed my stay! I would consider coming back if things improve.,4,2025-01-13,Couple
The staff was friendly. Really enjoyed my stay!,5,2025-05-31,Solo
The room was comfortable. Really enjoyed my stay!,4,2025-07-22,Group
The food was delicious. Really enjoyed my stay!,5,2025-12-09,Family
